"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT10","WT11","WT13","WT14","WT16","WT21"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-10-24","2.91",,,"0.00",,"69","80","60","   30","   70","10.1","15.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-10-25","4.25",,,"0.00",,"71","84","59","   60","   30","13.0","16.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-10-26","4.92",,,"0.00",,"73","85","63","  160","  110","14.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-10-27","6.04",,,"0.00",,"76","85","68","  100","  100","13.0","18.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-10-28","6.93",,,"0.00",,"76","85","68","  110","  110","16.1","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-10-29","4.70",,,"0.00",,"75","87","64","  110","   60","14.1","21.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-10-30","4.47",,,"0.00",,"76","87","67","   20","   20","18.1","18.1","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-10-31","3.80",,,"0.00",,"76","89","65","  120","  140","13.0","17.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-01","7.16",,,"0.00",,"75","87","65","  140","  140","18.1","25.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-02","8.05",,,"0.00",,"79","88","70","  150","  160","21.0","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-03","5.14",,,"0.01",,"76","85","68","   50","   40","15.0","17.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-04","4.92",,,"0.00",,"77","88","69","   50","   40","15.0","21.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-05","8.50",,,"0.00",,"76","82","68","   50","   50","15.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-06","7.61",,,"0.00",,"74","81","66","   80","  110","16.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-07","8.05",,,"1.99",,"72","81","68","  110","  110","18.1","25.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-08","11.41",,,"0.06",,"71","75","68","   70","   60","21.0","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-09","11.41",,,"0.01",,"69","72","66","   50","   50","21.9","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-10","6.71",,,"0.00",,"66","70","58","   50","   30","15.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-11","4.25",,,"0.00",,"63","67","58","   20","   50","10.1","13.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-12","6.49",,,"0.00",,"63","72","54","   20","   20","14.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-13","5.59",,,"0.00",,"63","67","58","  360","  350","10.1","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-14","3.36",,,"0.00",,"62","72","52","  340","  310","8.1","11.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-15","2.91",,,"0.00",,"61","78","49","  260","  230","8.9","16.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-16","2.46",,,"0.00",,"65","76","52","   50","   20","8.9","13.0","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-17","6.93",,,"0.00",,"64","77","51","  150","  150","16.1","21.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-18","4.92",,,"0.00",,"69","80","61","  200","  130","12.1","15.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-19","13.65",,,"0.05",,"63","69","52","   10","  350","21.0","30.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-20","7.16",,,"0.00",,"54","60","41","   40","   40","17.0","25.9",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-21","2.68",,,"0.00",,"50","65","38","   20","   40","8.1","12.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-22","6.26",,,"0.00",,"55","72","39","  120","   80","15.0","18.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-23","7.16",,,"0.00",,"66","79","57","  180","  190","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-24","2.68",,,"0.00",,"66","75","58","  350","  330","8.1","10.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-25","4.70",,,"0.00",,"65","74","58","   30","   10","13.0","18.1","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-26","7.61",,,"0.00",,"60","65","55","   50","   40","14.1","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-27","4.70",,,"0.00",,"57","68","40","  100","   60","12.1","13.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-28","13.87",,,"0.00",,"65","79","55","  180","  190","30.0","42.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-29","12.75",,,"0.00",,"76","83","72","  200","  170","25.1","32.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-11-30","10.51",,,"0.65",,"71","76","49","  300","  300","21.9","31.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-01","6.49",,,"0.00",,"57","62","46","   40","   10","15.0","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-02","10.51",,,"0.02",,"57","65","47","  110","   80","19.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-03","14.76",,,"0.11",,"60","65","56","  100","  110","28.0","38.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-04","5.82",,,"0.85",,"63","68","60","  100","  100","21.0","23.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-05","8.50",,,"2.31",,"60","65","58","  280","   40","23.0","28.0","    1","    1","    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-06","9.84",,,"0.00",,"60","66","55","  260","  250","23.9","34.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-07","4.92",,,"0.00",,"58","63","55","   10","   30","8.9","14.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-08","12.53",,,"0.00",,"56","58","46","   40","   30","19.9","27.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-09","11.18",,,"0.00",,"46","51","39","   10","   10","19.9","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-10","7.61",,,"0.00",,"46","53","39","   60","   70","18.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-11","7.61",,,"0.00",,"51","69","37","  150","  150","19.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-12","7.61",,,"0.00",,"66","82","57","  220","  230","18.1","21.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-13","6.49",,,"0.32",,"71","81","65","  220","  220","19.9","27.1","    1","    1","    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-14","6.71",,,"0.00",,"63","67","54","  360","   10","13.0","18.1","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-15","9.40",,,"0.00",,"52","56","46","  360","  360","17.0","23.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-16","7.61",,,"0.00",,"55","70","46","  150","  150","15.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-17","10.96",,,"0.00",,"71","79","67","  200","  180","23.0","32.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-18","13.65",,,"1.66",,"60","72","39","  340","  320","25.1","34.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-19","12.08",,,"0.00",,"40","49","36","  360","  360","19.9","27.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-20","4.70",,,"0.00",,"44","54","38","   30","   30","13.0","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-21","2.91",,,"0.00",,"51","62","41","  350","  120","8.1","11.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-22","2.01",,,"0.00",,"57","63","51","   30","   30","8.9","12.1","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-23","8.05",,,"0.00",,"63","73","56","  130","  120","13.0","16.1","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-24","6.26",,,"0.00",,"66","78","56","  120","  160","15.0","19.0","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-25","11.86",,,"0.01",,"69","77","65","  140","  130","19.9","25.9","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-26","9.62",,,"0.00",,"72","79","68","  140","  140","16.1","19.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-27","3.80",,,"0.00",,"72","77","66","  140","  140","10.1","12.1","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-28","5.37",,,"0.01",,"72","80","69","  190","  190","12.1","14.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-29","12.30",,,"0.00",,"69","72","51","  360","  350","21.0","36.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-30","7.38",,,"0.00",,"53","54","49","   50","   60","16.1","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2016-12-31","9.40",,,"2.57",,"57","70","50","  180","  190","25.1","32.0","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-01","7.83",,,"2.13",,"69","76","63","  210","  220","21.0","25.9","    1","    1","    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-02","9.84",,,"0.42",,"69","78","61","  190","  200","28.0","36.9","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-03","4.47",,,"0.00",,"64","74","58","  260","  250","14.1","18.1","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-04","9.17",,,"0.00",,"60","62","48","  340","  340","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-05","5.14",,,"0.17",,"55","66","46","  350","  350","16.1","21.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-06","14.09",,,"0.58",,"49","54","33","  340","  350","25.1","34.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-07","15.21",,,"0.00",,"33","39","27","  340","  350","25.1","35.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-08","6.49",,,"0.00",,"35","46","29","   30","   40","14.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-09","10.51",,,"0.00",,"46","63","33","  140","  150","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-10","9.84",,,"0.00",,"61","73","52","  190","  170","23.0","30.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-11","8.05",,,"0.20",,"64","72","56","  220","  220","19.9","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-12","9.17",,,"0.00",,"68","76","60","  150","  150","21.9","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-13","7.61",,,"0.00",,"68","77","60","  110","  140","16.1","19.0","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-14","4.03",,,"0.00",,"64","73","57","   80","   50","10.1","13.0","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-15","8.28",,,"0.00",,"65","73","57","  110","  130","17.0","19.9","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-16","10.51",,,"0.00",,"68","78","62","  150","  160","23.0","30.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-17","8.05",,,"0.00",,"70","79","64","  160","  170","15.0","19.9","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-18","8.50",,,"0.00",,"70","78","67","  170","  180","16.1","21.0","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-19","9.62",,,"0.23",,"71","76","62","  190","  190","21.9","29.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-20","6.93",,,"0.00",,"68","80","62","  170","  170","13.0","18.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-21","11.63",,,"0.86",,"71","78","60","  320","  310","33.1","45.0","    1",,"    1",,,,"    1","    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-22","16.33",,,"0.17",,"67","70","57","  300","  260","30.0","38.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-23","11.18",,,"0.00",,"60","68","51","  300","  290","28.0","36.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-24","7.16",,,"0.00",,"57","68","46","  150","  160","14.1","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-25","7.83",,,"0.14",,"64","78","52","  320","  300","19.9","25.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-26","10.51",,,"0.00",,"60","64","47","  350","  350","18.1","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-27","9.17",,,"0.00",,"50","53","44","  360","  350","15.0","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-28","6.26",,,"0.00",,"49","55","42","  280","  270","14.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-29","10.74",,,"0.00",,"52","66","42","  270","  270","23.9","32.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-30","6.93",,,"0.00",,"55","71","40","  250","  210","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-01-31","7.61",,,"0.00",,"61","74","52","  220","  190","17.0","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-01","7.38",,,"0.00",,"63","76","56","  200","  170","17.0","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-02","3.80",,,"0.00",,"64","76","53","  200","  160","12.1","27.1","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-03","9.62",,,"0.00",,"60","64","51","   40","   50","16.1","23.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-04","7.61",,,"0.00",,"52","60","45","   50","   50","16.1","25.9",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-05","7.38",,,"0.00",,"60","76","51","  210","  190","16.1","19.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-06","8.05",,,"0.00",,"66","75","58","  180","  160","18.1","23.0","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-07","12.30",,,"1.02",,"69","76","63","  220","  230","29.1","38.0","    1",,"    1",,"    1",,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-08","10.74",,,"0.00",,"73","81","66","  260","  240","23.0","31.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-09","9.17",,,"0.00",,"63","68","51","  360","  360","23.0","34.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-10","10.07",,,"0.00",,"60","72","47","  150","  180","18.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-11","10.51",,,"0.00",,"69","78","65","  200","  190","19.9","23.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-12","6.71",,,"0.00",,"72","80","67","  150","  140","14.1","17.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-13","5.82",,,"0.00",,"68","72","61","   40","   50","13.0","17.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-14","8.50",,,"0.04",,"67","77","59","  320","  320","21.0","29.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-15","12.30",,,"0.00",,"58","63","46","  290","  290","21.9","28.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-16","4.03",,,"0.00",,"54","63","48","   30","   40","10.1","13.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-17","4.92",,,"0.74",,"52","59","44","  110","  110","25.9","30.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-18","3.80",,,"0.00",,"59","72","50","   70","   70","14.1","16.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-19","6.04",,,"0.00",,"66","78","55","  130","  150","14.1","17.0","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-20","13.65",,,"0.52",,"70","79","61","  300","  280","28.0","36.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-21","4.25",,,"0.37",,"65","73","56","  290","  300","21.9","27.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-22","5.14",,,"0.00",,"63","75","55","  340","  300","12.1","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-23","4.92",,,"0.00",,"66","77","56","  150","  150","13.0","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-24","8.72",,,"0.00",,"69","78","60","  210","  220","17.0","21.9","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-25","10.29",,,"0.00",,"65","69","56","  360","  320","19.9","32.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-26","12.30",,,"0.00",,"59","69","46","  110","  110","19.9","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-27","12.30",,,"0.05",,"69","79","65","  180","  170","21.0","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-02-28","12.53",,,"0.00",,"74","79","71","  160","  180","21.9","29.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-01","11.18",,,"0.00",,"75","82","67","   10","   10","18.1","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-02","14.32",,,"0.00",,"65","67","56","   30","   30","21.9","32.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-03","9.84",,,"0.00",,"60","69","52","   60","   60","19.9","23.9",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-04","11.18",,,"0.00",,"60","69","54","  100","  100","21.9","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-05","11.41",,,"0.00",,"64","72","58","  120","  130","23.0","28.0",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-06","14.76",,,"0.00",,"68","76","63","  150","  150","25.9","32.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-07","11.63",,,"1.12",,"72","78","64","  140","  170","23.0","29.1","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-08","8.95",,,"0.00",,"65","71","59","   70","   60","18.1","23.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-09","5.37",,,"0.00",,"68","79","59","  160","  160","15.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-10","3.36",,,"0.00",,"71","80","64","   10","  360","12.1","15.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-11","8.50",,,"0.00",,"70","74","64","  130","  140","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-12","10.74",,,"0.21",,"59","67","50","   20","   40","19.9","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-13","9.62",,,"0.00",,"59","63","51","  340","  340","18.1","27.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-14","8.72",,,"0.00",,"53","61","46","  340","  330","17.0","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-15","6.49",,,"0.00",,"51","57","44","   40","   60","15.0","21.9",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-16","7.16",,,"0.00",,"53","66","44","  130","  160","14.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-17","9.62",,,"0.00",,"62","73","56","  190","  180","16.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-18","5.82",,,"0.00",,"68","80","59","  270","  180","13.0","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-19","4.70",,,"0.00",,"69","80","61","  190","  300","8.9","13.0","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-20","6.71",,,"0.00",,"69","81","60","  230","  230","15.0","19.9","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-21","6.93",,,"0.00",,"71","82","62","  270","  250","16.1","21.9","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-22","5.59",,,"0.00",,"71","83","64","  340","  300","14.1","19.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-23","9.40",,,"0.00",,"72","83","61","  120","  110","18.1","21.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-24","17.00",,,"0.00",,"72","80","67","  150","  140","28.0","36.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-25","12.30",,,"0.62",,"71","82","62","  300","  310","31.1","44.1","    1",,"    1",,"    1",,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-26","7.61",,,"0.00",,"71","81","66","  150","  160","18.1","23.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-27","11.18",,,"0.00",,"74","82","70","  170","  160","21.0","28.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-28","7.61",,,"0.00",,"74","83","67","  150","  150","17.0","21.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-29","12.30",,,"0.00",,"74","83","69","  160","  150","19.9","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-30","6.93",,,"0.93",,"70","74","61","  290","  300","25.1","32.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-03-31","3.58",,,"0.00",,"68","81","55","  180","  180","10.1","12.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-04-01","8.95",,,"0.00",,"71","82","59","  120","  100","21.0","28.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-04-02","16.33",,,"0.03",,"73","80","67","  160","  170","28.0","36.9","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-04-03","8.50",,,"1.82",,"74","81","62","  160","  170","28.0","36.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-04-04","7.38",,,"0.00",,"71","85","58","  150","  140","18.1","23.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-04-05","14.09",,,"0.01",,"78","86","63","  320","  310","25.1","36.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-04-06","9.84",,,"0.00",,"64","72","52","  320","  310","18.1","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-04-07","6.49",,,"0.00",,"62","73","50","   50","   20","15.0","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-04-08","4.47",,,"0.00",,"65","77","52","  150","  150","12.1","15.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2017-04-09","8.50",,,"0.00",,"65","75","52","  180","  240","18.1","25.9",,,,,,,,,,,,,
